,state,regional_division,population,article_title,revision_id,article_quality
121,Alabama,East South Central,5074296.0,"Elmore, Alabama",104679,Stub
122,Alabama,East South Central,5074296.0,"Emelle, Alabama",105136,Stub
123,Alabama,East South Central,5074296.0,"Enterprise, Alabama",104581,Stub
124,Alabama,East South Central,5074296.0,"Epes, Alabama",105137,Stub
125,Alabama,East South Central,5074296.0,"Ethelsville, Alabama",105088,Stub
126,Alabama,East South Central,5074296.0,"Eufaula, Alabama",100803,Start
127,Alabama,East South Central,5074296.0,"Eutaw, Alabama",104723,Start
128,Alabama,East South Central,5074296.0,"Eva, Alabama",105078,Stub
129,Alabama,East South Central,5074296.0,"Evergreen, Conecuh County, Alabama",104591,Start
130,Alabama,East South Central,5074296.0,"Excel, Alabama",104924,Stub
131,Alabama,East South Central,5074296.0,"Fairfield, Alabama",104777,Stub
132,Alabama,East South Central,5074296.0,"Fairhope, Alabama",99889,Stub
133,Alabama,East South Central,5074296.0,"Fairview, Alabama",104623,Start
134,Alabama,East South Central,5074296.0,"Falkville, Alabama",105079,Stub
135,Alabama,East South Central,5074296.0,"Faunsdale, Alabama",104884,Start
136,Alabama,East South Central,5074296.0,"Fayette, Alabama",104703,Stub
137,Alabama,East South Central,5074296.0,"Five Points, Alabama",104544,Stub
138,Alabama,East South Central,5074296.0,"Flomaton, Alabama",104685,Stub
139,Alabama,East South Central,5074296.0,"Florala, Alabama",104598,Start
140,Alabama,East South Central,5074296.0,"Florence, Alabama",104829,Stub
141,Alabama,East South Central,5074296.0,"Foley, Alabama",99890,Stub
142,Alabama,East South Central,5074296.0,"Forkland, Alabama",104724,Stub
143,Alabama,East South Central,5074296.0,"Fort Deposit, Alabama",104860,Stub
144,Alabama,East South Central,5074296.0,"Fort Payne, Alabama",104661,Start
145,Alabama,East South Central,5074296.0,"Franklin, Alabama",104867,Stub
146,Alabama,East South Central,5074296.0,"Frisco City, Alabama",104925,Stub
147,Alabama,East South Central,5074296.0,"Fruithurst, Alabama",104577,Stub
148,Alabama,East South Central,5074296.0,"Fulton, Alabama",104570,Stub
149,Alabama,East South Central,5074296.0,"Fultondale, Alabama",104779,Start
150,Alabama,East South Central,5074296.0,"Fyffe, Alabama",104662,Stub
151,Alabama,East South Central,5074296.0,"Gadsden, Alabama",104690,Start
152,Alabama,East South Central,5074296.0,"Gainesville, Alabama",105138,Stub
153,Alabama,East South Central,5074296.0,"Gantt, Alabama",104599,Stub
154,Alabama,East South Central,5074296.0,"Garden City, Alabama",101155,B
155,Alabama,East South Central,5074296.0,"Gardendale, Alabama",104780,Stub
156,Alabama,East South Central,5074296.0,"Gaylesville, Alabama",104553,Stub
157,Alabama,East South Central,5074296.0,"Geiger, Alabama",105139,Stub
158,Alabama,East South Central,5074296.0,"Geneva, Alabama",104715,Start
159,Alabama,East South Central,5074296.0,"Georgiana, Alabama",101169,Stub
160,Alabama,East South Central,5074296.0,"Geraldine, Alabama",104663,Start
161,Alabama,East South Central,5074296.0,"Gilbertown, Alabama",104562,Stub
162,Alabama,East South Central,5074296.0,"Glen Allen, Alabama",104704,Stub
163,Alabama,East South Central,5074296.0,"Glencoe, Alabama",103736,Stub
164,Alabama,East South Central,5074296.0,"Goldville, Alabama",105157,Start
165,Alabama,East South Central,5074296.0,"Good Hope, Alabama",104625,Stub
166,Alabama,East South Central,5074296.0,"Goodwater, Alabama",104593,B
167,Alabama,East South Central,5074296.0,"Gordo, Alabama",105089,Stub
168,Alabama,East South Central,5074296.0,"Gordon, Alabama",104739,Stub
169,Alabama,East South Central,5074296.0,"Gordonville, Alabama",104862,Stub
170,Alabama,East South Central,5074296.0,"Goshen, Alabama",105099,Start
171,Alabama,East South Central,5074296.0,"Grant, Alabama",104901,Start
172,Alabama,East South Central,5074296.0,"Graysville, Alabama",104782,Start
173,Alabama,East South Central,5074296.0,"Greensboro, Alabama",104727,Stub
174,Alabama,East South Central,5074296.0,"Greenville, Alabama",101170,Stub
175,Alabama,East South Central,5074296.0,"Grove Hill, Alabama",104571,Stub
176,Alabama,East South Central,5074296.0,"Guin, Alabama",104705,Stub
177,Alabama,East South Central,5074296.0,"Gulf Shores, Alabama",104895,Start
178,Alabama,East South Central,5074296.0,"Guntersville, Alabama",99891,Start
179,Alabama,East South Central,5074296.0,"Gurley, Alabama",104902,B
180,Alabama,East South Central,5074296.0,"Gu-Win, Alabama",104870,Start
181,Alabama,East South Central,5074296.0,"Hackleburg, Alabama",104896,Start
182,Alabama,East South Central,5074296.0,"Haleburg, Alabama",104731,Start
183,Alabama,East South Central,5074296.0,"Haleyville, Alabama",104897,Stub
184,Alabama,East South Central,5074296.0,"Hamilton, Alabama",104898,Start
185,Alabama,East South Central,5074296.0,"Hammondville, Alabama",104664,Start
186,Alabama,East South Central,5074296.0,"Hanceville, Alabama",104626,Stub
187,Alabama,East South Central,5074296.0,"Harpersville, Alabama",105113,Stub
188,Alabama,East South Central,5074296.0,"Hartford, Alabama",104716,Start
189,Alabama,East South Central,5074296.0,"Hartselle, Alabama",105080,Stub
190,Alabama,East South Central,5074296.0,"Hayden, Alabama",101156,Start
191,Alabama,East South Central,5074296.0,"Hayneville, Alabama",104863,Stub
192,Alabama,East South Central,5074296.0,"Headland, Alabama",104732,Stub
193,Alabama,East South Central,5074296.0,"Heath, Alabama",104600,Stub
194,Alabama,East South Central,5074296.0,"Heflin, Alabama",104578,Stub
195,Alabama,East South Central,5074296.0,"Helena, Alabama",104783,Stub
196,Alabama,East South Central,5074296.0,"Henagar, Alabama",104665,Start
197,Alabama,East South Central,5074296.0,"Highland Lake, Alabama",101157,Start
198,Alabama,East South Central,5074296.0,"Hillsboro, Alabama",104840,Stub
199,Alabama,East South Central,5074296.0,"Hobson City, Alabama",103737,Stub
200,Alabama,East South Central,5074296.0,"Hodges, Alabama",104707,Stub
201,Alabama,East South Central,5074296.0,"Hokes Bluff, Alabama",104691,Stub
202,Alabama,East South Central,5074296.0,"Hollywood, Alabama",104748,Stub
203,Alabama,East South Central,5074296.0,"Homewood, Alabama",104785,Start
204,Alabama,East South Central,5074296.0,"Hoover, Alabama",104786,Stub
205,Alabama,East South Central,5074296.0,"Horn Hill, Alabama",104601,Stub
206,Alabama,East South Central,5074296.0,"Hueytown, Alabama",104787,Stub
207,Alabama,East South Central,5074296.0,"Huntsville, Alabama",104854,Stub
208,Alabama,East South Central,5074296.0,"Hurtsboro, Alabama",105106,Stub
209,Alabama,East South Central,5074296.0,"Hytop, Alabama",104749,Start
210,Alabama,East South Central,5074296.0,"Ider, Alabama",104666,Stub
211,Alabama,East South Central,5074296.0,"Indian Springs Village, Alabama",105114,Stub
212,Alabama,East South Central,5074296.0,"Irondale, Alabama",104788,Stub
213,Alabama,East South Central,5074296.0,"Jackson, Alabama",105158,Start
214,Alabama,East South Central,5074296.0,"Jackson's Gap, Alabama",104572,Stub
215,Alabama,East South Central,5074296.0,"Jacksonville, Alabama",103738,Stub
216,Alabama,East South Central,5074296.0,"Jasper, Alabama",105172,Start
217,Alabama,East South Central,5074296.0,"Jemison, Alabama",104558,Stub
218,Alabama,East South Central,5074296.0,"Kansas, Alabama",105173,Stub
219,Alabama,East South Central,5074296.0,"Kellyton, Alabama",19008413,Stub
220,Alabama,East South Central,5074296.0,"Kennedy, Alabama",104823,Stub
221,Alabama,East South Central,5074296.0,"Killen, Alabama",104831,Stub
222,Alabama,East South Central,5074296.0,"Kimberly, Alabama",104789,Stub
223,Alabama,East South Central,5074296.0,"Kinsey, Alabama",104740,Start
224,Alabama,East South Central,5074296.0,"Kinston, Alabama",104582,Stub
225,Alabama,East South Central,5074296.0,"LaFayette, Alabama",104546,Stub
226,Alabama,East South Central,5074296.0,"Lake View, Alabama",105165,Start
227,Alabama,East South Central,5074296.0,"Lakeview, Alabama",104667,Stub
228,Alabama,East South Central,5074296.0,"Lanett, Alabama",104547,Stub
229,Alabama,East South Central,5074296.0,"Langston, Alabama",104750,Start
230,Alabama,East South Central,5074296.0,"Leeds, Alabama",104793,Stub
231,Alabama,East South Central,5074296.0,"Leesburg, Alabama",104554,Stub
232,Alabama,East South Central,5074296.0,"Leighton, Alabama",104585,Stub
233,Alabama,East South Central,5074296.0,"Lester, Alabama",104855,Stub
234,Alabama,East South Central,5074296.0,"Level Plains, Alabama",104636,Start
235,Alabama,East South Central,5074296.0,"Lexington, Alabama",104832,Stub
236,Alabama,East South Central,5074296.0,"Libertyville, Alabama",104602,Stub
237,Alabama,East South Central,5074296.0,"Lincoln, Alabama",105145,Stub
238,Alabama,East South Central,5074296.0,"Linden, Alabama",104886,Start
239,Alabama,East South Central,5074296.0,"Lipscomb, Alabama",104794,Start
240,Alabama,East South Central,5074296.0,"Lisman, Alabama",104563,Stub
241,Alabama,East South Central,5074296.0,"Littleville, Alabama",104586,Stub
242,Alabama,East South Central,5074296.0,"Livingston, Alabama",105140,Start
243,Alabama,East South Central,5074296.0,"Loachapoka, Alabama",104845,Start
244,Alabama,East South Central,5074296.0,"Lockhart, Alabama",104603,Stub
245,Alabama,East South Central,5074296.0,"Locust Fork, Alabama",101158,Start
246,Alabama,East South Central,5074296.0,"Louisville, Alabama",100804,Start
247,Alabama,East South Central,5074296.0,"Lowndesboro, Alabama",104864,Start
248,Alabama,East South Central,5074296.0,"Loxley, Alabama",99892,Stub
249,Alabama,East South Central,5074296.0,"Luverne, Alabama",104613,Stub
250,Alabama,East South Central,5074296.0,"Lynn, Alabama",105191,Stub
251,Alabama,East South Central,5074296.0,"Madison, Alabama",104856,Stub
252,Alabama,East South Central,5074296.0,"Madrid, Alabama",104741,Stub
253,Alabama,East South Central,5074296.0,"Magnolia Springs, Alabama",4373372,Start
254,Alabama,East South Central,5074296.0,"Malvern, Alabama",104717,Stub
255,Alabama,East South Central,5074296.0,"Maplesville, Alabama",104559,Stub
256,Alabama,East South Central,5074296.0,"Margaret, Alabama",105127,Stub
257,Alabama,East South Central,5074296.0,"Marion, Alabama",105084,Stub
258,Alabama,East South Central,5074296.0,"Maytown, Alabama",104795,Start
259,Alabama,East South Central,5074296.0,"McIntosh, Alabama",105179,Start
260,Alabama,East South Central,5074296.0,"McKenzie, Alabama",101171,Stub
261,Alabama,East South Central,5074296.0,"McMullen, Alabama",105091,Stub
262,Alabama,East South Central,5074296.0,"Memphis, Alabama",105092,Stub
263,Alabama,East South Central,5074296.0,"Mentone, Alabama",104668,Stub
264,Alabama,East South Central,5074296.0,"Midfield, Alabama",104798,B
265,Alabama,East South Central,5074296.0,"Midland City, Alabama",104637,B
266,Alabama,East South Central,5074296.0,"Midway, Alabama",101166,Stub
267,Alabama,East South Central,5074296.0,"Millbrook, Alabama",106407,Stub
268,Alabama,East South Central,5074296.0,"Millport, Alabama",104824,Stub
269,Alabama,East South Central,5074296.0,"Millry, Alabama",105180,Stub
270,Alabama,East South Central,5074296.0,"Mobile, Alabama",20952,Start
271,Alabama,East South Central,5074296.0,"Montevallo, Alabama",105119,Start
272,Alabama,East South Central,5074296.0,"Montgomery, Alabama",57690,Stub
273,Alabama,East South Central,5074296.0,"Moody, Alabama",105128,Stub
274,Alabama,East South Central,5074296.0,"Mooresville, Alabama",104857,Stub
275,Alabama,East South Central,5074296.0,"Morris, Alabama",104800,Stub
276,Alabama,East South Central,5074296.0,"Mosses, Alabama",104865,Stub
277,Alabama,East South Central,5074296.0,"Moulton, Alabama",104841,Stub
278,Alabama,East South Central,5074296.0,"Moundville, Alabama",104728,Stub
279,Alabama,East South Central,5074296.0,"Mountain Brook, Alabama",104803,Stub
280,Alabama,East South Central,5074296.0,"Mulga, Alabama",104804,Stub
281,Alabama,East South Central,5074296.0,"Munford, Alabama",105147,Stub
282,Alabama,East South Central,5074296.0,"Muscle Shoals, Alabama",104587,Stub
283,Alabama,East South Central,5074296.0,"Myrtlewood, Alabama",104887,Start
284,Alabama,East South Central,5074296.0,"Napier Field, Alabama",104638,Start
285,Alabama,East South Central,5074296.0,"Natural Bridge, Alabama",105193,Stub
286,Alabama,East South Central,5074296.0,"Nauvoo, Alabama",105174,Start
287,Alabama,East South Central,5074296.0,"Nectar, Alabama",101159,Stub
288,Alabama,East South Central,5074296.0,"Needham, Alabama",104564,Stub
289,Alabama,East South Central,5074296.0,"New Brockton, Alabama",104583,Stub
290,Alabama,East South Central,5074296.0,"New Hope, Alabama",104875,Stub
291,Alabama,East South Central,5074296.0,"New Site, Alabama",105159,Stub
292,Alabama,East South Central,5074296.0,"Newbern, Alabama",104729,Start
293,Alabama,East South Central,5074296.0,"Newville, Alabama",104733,Stub
294,Alabama,East South Central,5074296.0,"North Courtland, Alabama",104842,Stub
295,Alabama,East South Central,5074296.0,"North Johns, Alabama",104805,Stub
296,Alabama,East South Central,5074296.0,"Northport, Alabama",105166,Start
297,Alabama,East South Central,5074296.0,"Notasulga, Alabama",104846,Start
298,Alabama,East South Central,5074296.0,"Oak Grove, Alabama",105148,Stub
299,Alabama,East South Central,5074296.0,"Oak Hill, Alabama",105183,Start
300,Alabama,East South Central,5074296.0,"Oakman, Alabama",105175,Stub
301,Alabama,East South Central,5074296.0,"Odenville, Alabama",105129,Stub
302,Alabama,East South Central,5074296.0,"Ohatchee, Alabama",103739,Stub
303,Alabama,East South Central,5074296.0,"Oneonta, Alabama",101160,Start
304,Alabama,East South Central,5074296.0,"Onycha, Alabama",104604,Stub
305,Alabama,East South Central,5074296.0,"Opelika, Alabama",104847,Start
306,Alabama,East South Central,5074296.0,"Opp, Alabama",104605,B
307,Alabama,East South Central,5074296.0,"Orange Beach, Alabama",99893,Stub
308,Alabama,East South Central,5074296.0,"Orrville, Alabama",104657,Stub
309,Alabama,East South Central,5074296.0,"Owens Cross Roads, Alabama",104878,B
310,Alabama,East South Central,5074296.0,"Oxford, Alabama",103740,Start
311,Alabama,East South Central,5074296.0,"Ozark, Alabama",104653,Stub
312,Alabama,East South Central,5074296.0,"Paint Rock, Alabama",104752,Start
313,Alabama,East South Central,5074296.0,"Parrish, Alabama",105176,Stub
314,Alabama,East South Central,5074296.0,"Pelham, Alabama",105121,B
315,Alabama,East South Central,5074296.0,"Pell City, Alabama",105130,Stub
316,Alabama,East South Central,5074296.0,"Pennington, Alabama",104565,Stub
317,Alabama,East South Central,5074296.0,"Perdido Beach, Alabama",22517014,B
318,Alabama,East South Central,5074296.0,"Petrey, Alabama",104614,Stub
319,Alabama,East South Central,5074296.0,"Phenix City, Alabama",104848,Start
320,Alabama,East South Central,5074296.0,"Phil Campbell, Alabama",104708,Stub
321,Alabama,East South Central,5074296.0,"Pickensville, Alabama",105093,Start
322,Alabama,East South Central,5074296.0,"Piedmont, Alabama",103741,Start
323,Alabama,East South Central,5074296.0,"Pike Road, Alabama",104928,B
324,Alabama,East South Central,5074296.0,"Pinckard, Alabama",104654,Stub
325,Alabama,East South Central,5074296.0,"Pine Apple, Alabama",105184,Start
326,Alabama,East South Central,5074296.0,"Pine Hill, Alabama",105186,Stub
327,Alabama,East South Central,5074296.0,"Pine Ridge, Alabama",104669,Stub
328,Alabama,East South Central,5074296.0,"Pinson, Alabama",104806,Stub
329,Alabama,East South Central,5074296.0,"Pisgah, Alabama",104753,Stub
330,Alabama,East South Central,5074296.0,"Pleasant Grove, Alabama",104807,Stub
331,Alabama,East South Central,5074296.0,"Pleasant Groves, Alabama",104754,Stub
332,Alabama,East South Central,5074296.0,"Pollard, Alabama",104686,Start
333,Alabama,East South Central,5074296.0,"Powell, Alabama",104670,Stub
334,Alabama,East South Central,5074296.0,"Prattville, Alabama",99885,Start
335,Alabama,East South Central,5074296.0,"Prichard, Alabama",104918,Stub
336,Alabama,East South Central,5074296.0,"Providence, Alabama",104888,Start
337,Alabama,East South Central,5074296.0,"Ragland, Alabama",105131,Stub
338,Alabama,East South Central,5074296.0,"Rainbow City, Alabama",104694,Start
339,Alabama,East South Central,5074296.0,"Rainsville, Alabama",104671,Start
340,Alabama,East South Central,5074296.0,"Ranburne, Alabama",104579,Stub
341,Alabama,East South Central,5074296.0,"Red Bay, Alabama",104709,Stub
342,Alabama,East South Central,5074296.0,"Red Level, Alabama",104606,Stub
343,Alabama,East South Central,5074296.0,"Reece City, Alabama",104695,Stub
344,Alabama,East South Central,5074296.0,"Reform, Alabama",105094,Start
345,Alabama,East South Central,5074296.0,"Rehobeth, Alabama",104742,Stub
346,Alabama,East South Central,5074296.0,"Repton, Alabama",104592,Stub
347,Alabama,East South Central,5074296.0,"Ridgeville, Alabama",104696,Start
348,Alabama,East South Central,5074296.0,"River Falls, Alabama",104607,Start
349,Alabama,East South Central,5074296.0,"Riverside, Alabama",105132,Stub
350,Alabama,East South Central,5074296.0,"Riverview, Alabama",104687,Start
351,Alabama,East South Central,5074296.0,"Roanoke, Alabama",105101,Stub
352,Alabama,East South Central,5074296.0,"Robertsdale, Alabama",99895,Start
353,Alabama,East South Central,5074296.0,"Rockford, Alabama",104594,Start
354,Alabama,East South Central,5074296.0,"Rogersville, Alabama",104833,Stub
355,Alabama,East South Central,5074296.0,"Rosa, Alabama",101161,B
356,Alabama,East South Central,5074296.0,"Russellville, Alabama",104710,Start
357,Alabama,East South Central,5074296.0,"Rutledge, Alabama",104616,Start
358,Alabama,East South Central,5074296.0,"St. Florian, Alabama",104719,Stub
359,Alabama,East South Central,5074296.0,"Samson, Alabama",104555,Start
360,Alabama,East South Central,5074296.0,"Sand Rock, Alabama",104608,Stub
361,Alabama,East South Central,5074296.0,"Sanford, Alabama",104919,Start
362,Alabama,East South Central,5074296.0,"Saraland, Alabama",104698,Start
363,Alabama,East South Central,5074296.0,"Sardis City, Alabama",104920,Start
364,Alabama,East South Central,5074296.0,"Satsuma, Alabama",104755,Stub
365,Alabama,East South Central,5074296.0,"Scottsboro, Alabama",104756,Stub
366,Alabama,East South Central,5074296.0,"Section, Alabama",100580,Stub
367,Alabama,East South Central,5074296.0,"Selma, Alabama",104588,Stub
368,Alabama,East South Central,5074296.0,"Sheffield, Alabama",104672,Stub
369,Alabama,East South Central,5074296.0,"Shiloh, DeKalb County, Alabama",104868,Stub
370,Alabama,East South Central,5074296.0,"Shorter, Alabama",104566,Stub
371,Alabama,East South Central,5074296.0,"Silas, Alabama",99896,Stub
372,Alabama,East South Central,5074296.0,"Silverhill, Alabama",105177,Start
373,Alabama,East South Central,5074296.0,"Sipsey, Alabama",104757,Start
374,Alabama,East South Central,5074296.0,"Skyline, Alabama",104720,Start
375,Alabama,East South Central,5074296.0,"Slocomb, Alabama",104849,Start
376,Alabama,East South Central,5074296.0,"Smiths Station, Alabama",101163,Stub
377,Alabama,East South Central,5074296.0,"Somerville, Alabama",104628,Stub
378,Alabama,East South Central,5074296.0,"South Vinemont, Alabama",103743,Start
379,Alabama,East South Central,5074296.0,"Southside, Alabama",99897,B
380,Alabama,East South Central,5074296.0,"Spanish Fort, Alabama",105133,Start
381,Alabama,East South Central,5074296.0,"Springville, Alabama",104835,Start
382,Alabama,East South Central,5074296.0,"Steele, Alabama",105134,Start
383,Alabama,East South Central,5074296.0,"Stevenson, Alabama",104759,Start
384,Alabama,East South Central,5074296.0,"Sulligent, Alabama",104826,Stub
