state,regional_division,population,article_title,revision_id,article_quality
Alabama,East South Central,5074296.0,"Carbon Hill, Alabama",105168,Start
Alabama,East South Central,5074296.0,"Cardiff, Alabama",104769,Stub
Alabama,East South Central,5074296.0,"Carolina, Alabama",104597,Stub
Alabama,East South Central,5074296.0,"Carrollton, Alabama",105087,Start
Alabama,East South Central,5074296.0,"Castleberry, Alabama",104590,Stub
Alabama,East South Central,5074296.0,"Cedar Bluff, Alabama",104550,Stub
Alabama,East South Central,5074296.0,"Center Point, Alabama",104771,Stub
Alabama,East South Central,5074296.0,"Centre, Alabama",104551,Stub
Alabama,East South Central,5074296.0,"Centreville, Alabama",100806,Start
Alabama,East South Central,5074296.0,"Chatom, Alabama",105178,Start
Alabama,East South Central,5074296.0,"Chelsea, Alabama",105110,Stub
Alabama,East South Central,5074296.0,"Cherokee, Alabama",104584,B
Alabama,East South Central,5074296.0,"Chickasaw, Alabama",104905,Start
Alabama,East South Central,5074296.0,"Childersburg, Alabama",105111,Stub
Alabama,East South Central,5074296.0,"Citronelle, Alabama",104907,Start
Alabama,East South Central,5074296.0,"Clanton, Alabama",104557,Start
Alabama,East South Central,5074296.0,"Clay, Alabama",104773,Stub
Alabama,East South Central,5074296.0,"Clayhatchee, Alabama",104631,Stub
Alabama,East South Central,5074296.0,"Clayton, Alabama",100801,Stub
Alabama,East South Central,5074296.0,"Cleveland, Alabama",100816,Stub
Alabama,East South Central,5074296.0,"Coaling, Alabama",105162,Stub
Alabama,East South Central,5074296.0,"Coffee Springs, Alabama",104713,Stub
Alabama,East South Central,5074296.0,"Coffeeville, Alabama",104569,Start
Alabama,East South Central,5074296.0,"Coker, Alabama",105163,Stub
Alabama,East South Central,5074296.0,"Collinsville, Alabama",104552,Stub
Alabama,East South Central,5074296.0,"Colony, Alabama",104620,Stub
Alabama,East South Central,5074296.0,"Columbia, Alabama",104736,Start
Alabama,East South Central,5074296.0,"Columbiana, Alabama",105112,Start
Alabama,East South Central,5074296.0,"Coosada, Alabama",104676,Stub
Alabama,East South Central,5074296.0,"Cordova, Alabama",105169,Start
Alabama,East South Central,5074296.0,"Cottonwood, Alabama",104737,Stub
Alabama,East South Central,5074296.0,"County Line, Alabama",101154,Stub
Alabama,East South Central,5074296.0,"Courtland, Alabama",104839,Start
Alabama,East South Central,5074296.0,"Cowarts, Alabama",104738,Stub
Alabama,East South Central,5074296.0,"Creola, Alabama",104908,Start
Alabama,East South Central,5074296.0,"Crossville, Alabama",104660,Stub
Alabama,East South Central,5074296.0,"Cuba, Alabama",105135,Stub
Alabama,East South Central,5074296.0,"Cullman, Alabama",104621,Start
Alabama,East South Central,5074296.0,"Cusseta, Alabama",7960910,Stub
Alabama,East South Central,5074296.0,"Dadeville, Alabama",105155,Stub
Alabama,East South Central,5074296.0,"Daleville, Alabama",104632,Start
Alabama,East South Central,5074296.0,"Daphne, Alabama",99887,Start
Alabama,East South Central,5074296.0,"Dauphin Island, Alabama",104909,Stub
Alabama,East South Central,5074296.0,"Daviston, Alabama",105156,Stub
Alabama,East South Central,5074296.0,"Deatsville, Alabama",104677,Stub
Alabama,East South Central,5074296.0,"Decatur, Alabama",104852,Start
Alabama,East South Central,5074296.0,"Demopolis, Alabama",104883,Stub
Alabama,East South Central,5074296.0,"Detroit, Alabama",104822,Start
Alabama,East South Central,5074296.0,"Dodge City, Alabama",104622,Stub
Alabama,East South Central,5074296.0,"Dora, Alabama",105170,Stub
Alabama,East South Central,5074296.0,"Dothan, Alabama",104633,Start
Alabama,East South Central,5074296.0,"Double Springs, Alabama",105190,Start
Alabama,East South Central,5074296.0,"Douglas, Alabama",104900,Start
Alabama,East South Central,5074296.0,"Dozier, Alabama",104610,Start
Alabama,East South Central,5074296.0,"Dutton, Alabama",104747,Start
Alabama,East South Central,5074296.0,"East Brewton, Alabama",104684,Stub
Alabama,East South Central,5074296.0,"Eclectic, Alabama",104678,Stub
Alabama,East South Central,5074296.0,"Edwardsville, Alabama",104576,Start
Alabama,East South Central,5074296.0,"Elba, Alabama",104580,Stub
Alabama,East South Central,5074296.0,"Elberta, Alabama",99888,Start
Alabama,East South Central,5074296.0,"Eldridge, Alabama",105171,Stub
Alabama,East South Central,5074296.0,"Elkmont, Alabama",104853,Stub
Alabama,East South Central,5074296.0,"Elmore, Alabama",104679,Stub
Alabama,East South Central,5074296.0,"Emelle, Alabama",105136,Stub
Alabama,East South Central,5074296.0,"Enterprise, Alabama",104581,Stub
Alabama,East South Central,5074296.0,"Epes, Alabama",105137,Stub
Alabama,East South Central,5074296.0,"Ethelsville, Alabama",105088,Stub
Alabama,East South Central,5074296.0,"Eufaula, Alabama",100803,Start
Alabama,East South Central,5074296.0,"Eutaw, Alabama",104723,Start
Alabama,East South Central,5074296.0,"Eva, Alabama",105078,Stub
Alabama,East South Central,5074296.0,"Evergreen, Conecuh County, Alabama",104591,Start
Alabama,East South Central,5074296.0,"Excel, Alabama",104924,Stub
Alabama,East South Central,5074296.0,"Fairfield, Alabama",104777,Stub
Alabama,East South Central,5074296.0,"Fairhope, Alabama",99889,Stub
Alabama,East South Central,5074296.0,"Fairview, Alabama",104623,Start
Alabama,East South Central,5074296.0,"Falkville, Alabama",105079,Stub
Alabama,East South Central,5074296.0,"Faunsdale, Alabama",104884,Start
Alabama,East South Central,5074296.0,"Fayette, Alabama",104703,Stub
Alabama,East South Central,5074296.0,"Five Points, Alabama",104544,Stub
Alabama,East South Central,5074296.0,"Flomaton, Alabama",104685,Stub
Alabama,East South Central,5074296.0,"Florala, Alabama",104598,Start
Alabama,East South Central,5074296.0,"Florence, Alabama",104829,Stub
Alabama,East South Central,5074296.0,"Foley, Alabama",99890,Stub
Alabama,East South Central,5074296.0,"Forkland, Alabama",104724,Stub
Alabama,East South Central,5074296.0,"Fort Deposit, Alabama",104860,Stub
Alabama,East South Central,5074296.0,"Fort Payne, Alabama",104661,Start
Alabama,East South Central,5074296.0,"Franklin, Alabama",104867,Stub
Alabama,East South Central,5074296.0,"Frisco City, Alabama",104925,Stub
Alabama,East South Central,5074296.0,"Fruithurst, Alabama",104577,Stub
Alabama,East South Central,5074296.0,"Fulton, Alabama",104570,Stub
Alabama,East South Central,5074296.0,"Fultondale, Alabama",104779,Start
Alabama,East South Central,5074296.0,"Fyffe, Alabama",104662,Stub
Alabama,East South Central,5074296.0,"Gadsden, Alabama",104690,Start
Alabama,East South Central,5074296.0,"Gainesville, Alabama",105138,Stub
Alabama,East South Central,5074296.0,"Gantt, Alabama",104599,Stub
Alabama,East South Central,5074296.0,"Garden City, Alabama",101155,B
Alabama,East South Central,5074296.0,"Gardendale, Alabama",104780,Stub
Alabama,East South Central,5074296.0,"Gaylesville, Alabama",104553,Stub
Alabama,East South Central,5074296.0,"Geiger, Alabama",105139,Stub
Alabama,East South Central,5074296.0,"Geneva, Alabama",104715,Start
Alabama,East South Central,5074296.0,"Georgiana, Alabama",101169,Stub
Alabama,East South Central,5074296.0,"Geraldine, Alabama",104663,Start
Alabama,East South Central,5074296.0,"Gilbertown, Alabama",104562,Stub
Alabama,East South Central,5074296.0,"Glen Allen, Alabama",104704,Stub
Alabama,East South Central,5074296.0,"Glencoe, Alabama",103736,Stub
Alabama,East South Central,5074296.0,"Goldville, Alabama",105157,Start
Alabama,East South Central,5074296.0,"Good Hope, Alabama",104625,Stub
Alabama,East South Central,5074296.0,"Goodwater, Alabama",104593,B
Alabama,East South Central,5074296.0,"Gordo, Alabama",105089,Stub
Alabama,East South Central,5074296.0,"Gordon, Alabama",104739,Stub
Alabama,East South Central,5074296.0,"Gordonville, Alabama",104862,Stub
Alabama,East South Central,5074296.0,"Goshen, Alabama",105099,Start
Alabama,East South Central,5074296.0,"Grant, Alabama",104901,Start
Alabama,East South Central,5074296.0,"Graysville, Alabama",104782,Start
Alabama,East South Central,5074296.0,"Greensboro, Alabama",104727,Stub
Alabama,East South Central,5074296.0,"Greenville, Alabama",101170,Stub
Alabama,East South Central,5074296.0,"Grove Hill, Alabama",104571,Stub
Alabama,East South Central,5074296.0,"Guin, Alabama",104705,Stub
Alabama,East South Central,5074296.0,"Gulf Shores, Alabama",104895,Start
Alabama,East South Central,5074296.0,"Guntersville, Alabama",99891,Start
Alabama,East South Central,5074296.0,"Gurley, Alabama",104902,B
Alabama,East South Central,5074296.0,"Gu-Win, Alabama",104870,Start
Alabama,East South Central,5074296.0,"Hackleburg, Alabama",104896,Start
Alabama,East South Central,5074296.0,"Haleburg, Alabama",104731,Start
Alabama,East South Central,5074296.0,"Haleyville, Alabama",104897,Stub
Alabama,East South Central,5074296.0,"Hamilton, Alabama",104898,Start
Alabama,East South Central,5074296.0,"Hammondville, Alabama",104664,Start
Alabama,East South Central,5074296.0,"Hanceville, Alabama",104626,Stub
Alabama,East South Central,5074296.0,"Harpersville, Alabama",105113,Stub
Alabama,East South Central,5074296.0,"Hartford, Alabama",104716,Start
Alabama,East South Central,5074296.0,"Hartselle, Alabama",105080,Stub
Alabama,East South Central,5074296.0,"Hayden, Alabama",101156,Start
Alabama,East South Central,5074296.0,"Hayneville, Alabama",104863,Stub
Alabama,East South Central,5074296.0,"Headland, Alabama",104732,Stub
Alabama,East South Central,5074296.0,"Heath, Alabama",104600,Stub
Alabama,East South Central,5074296.0,"Heflin, Alabama",104578,Stub
Alabama,East South Central,5074296.0,"Helena, Alabama",104783,Stub
Alabama,East South Central,5074296.0,"Henagar, Alabama",104665,Start
Alabama,East South Central,5074296.0,"Highland Lake, Alabama",101157,Start
Alabama,East South Central,5074296.0,"Hillsboro, Alabama",104840,Stub
Alabama,East South Central,5074296.0,"Hobson City, Alabama",103737,Stub
Alabama,East South Central,5074296.0,"Hodges, Alabama",104707,Stub
Alabama,East South Central,5074296.0,"Hokes Bluff, Alabama",104691,Stub
Alabama,East South Central,5074296.0,"Hollywood, Alabama",104748,Stub
Alabama,East South Central,5074296.0,"Homewood, Alabama",104785,Start
Alabama,East South Central,5074296.0,"Hoover, Alabama",104786,Stub
Alabama,East South Central,5074296.0,"Horn Hill, Alabama",104601,Stub
Alabama,East South Central,5074296.0,"Hueytown, Alabama",104787,Stub
Alabama,East South Central,5074296.0,"Huntsville, Alabama",104854,Stub
Alabama,East South Central,5074296.0,"Hurtsboro, Alabama",105106,Stub
Alabama,East South Central,5074296.0,"Hytop, Alabama",104749,Start
Alabama,East South Central,5074296.0,"Ider, Alabama",104666,Stub
Alabama,East South Central,5074296.0,"Indian Springs Village, Alabama",105114,Stub
Alabama,East South Central,5074296.0,"Irondale, Alabama",104788,Stub
Alabama,East South Central,5074296.0,"Jackson, Alabama",105158,Start
Alabama,East South Central,5074296.0,"Jackson's Gap, Alabama",104572,Stub
Alabama,East South Central,5074296.0,"Jacksonville, Alabama",103738,Stub
Alabama,East South Central,5074296.0,"Jasper, Alabama",105172,Start
Alabama,East South Central,5074296.0,"Jemison, Alabama",104558,Stub
Alabama,East South Central,5074296.0,"Kansas, Alabama",105173,Stub
Alabama,East South Central,5074296.0,"Kellyton, Alabama",19008413,Stub
Alabama,East South Central,5074296.0,"Kennedy, Alabama",104823,Stub
Alabama,East South Central,5074296.0,"Killen, Alabama",104831,Stub
Alabama,East South Central,5074296.0,"Kimberly, Alabama",104789,Stub
Alabama,East South Central,5074296.0,"Kinsey, Alabama",104740,Start
Alabama,East South Central,5074296.0,"Kinston, Alabama",104582,Stub
Alabama,East South Central,5074296.0,"LaFayette, Alabama",104546,Stub
Alabama,East South Central,5074296.0,"Lake View, Alabama",105165,Start
Alabama,East South Central,5074296.0,"Lakeview, Alabama",104667,Stub
Alabama,East South Central,5074296.0,"Lanett, Alabama",104547,Stub
Alabama,East South Central,5074296.0,"Langston, Alabama",104750,Start
Alabama,East South Central,5074296.0,"Leeds, Alabama",104793,Stub
Alabama,East South Central,5074296.0,"Leesburg, Alabama",104554,Stub
Alabama,East South Central,5074296.0,"Leighton, Alabama",104585,Stub
Alabama,East South Central,5074296.0,"Lester, Alabama",104855,Stub
Alabama,East South Central,5074296.0,"Level Plains, Alabama",104636,Start
Alabama,East South Central,5074296.0,"Lexington, Alabama",104832,Stub
Alabama,East South Central,5074296.0,"Libertyville, Alabama",104602,Stub
Alabama,East South Central,5074296.0,"Lincoln, Alabama",105145,Stub
Alabama,East South Central,5074296.0,"Linden, Alabama",104886,Start
Alabama,East South Central,5074296.0,"Lipscomb, Alabama",104794,Start
Alabama,East South Central,5074296.0,"Lisman, Alabama",104563,Stub
Alabama,East South Central,5074296.0,"Littleville, Alabama",104586,Stub
Alabama,East South Central,5074296.0,"Livingston, Alabama",105140,Start
Alabama,East South Central,5074296.0,"Loachapoka, Alabama",104845,Start
Alabama,East South Central,5074296.0,"Lockhart, Alabama",104603,Stub
Alabama,East South Central,5074296.0,"Locust Fork, Alabama",101158,Start
Alabama,East South Central,5074296.0,"Louisville, Alabama",100804,Start
Alabama,East South Central,5074296.0,"Lowndesboro, Alabama",104864,Start
Alabama,East South Central,5074296.0,"Loxley, Alabama",99892,Stub
Alabama,East South Central,5074296.0,"Luverne, Alabama",104613,Stub
Alabama,East South Central,5074296.0,"Lynn, Alabama",105191,Stub
Alabama,East South Central,5074296.0,"Madison, Alabama",104856,Stub
Alabama,East South Central,5074296.0,"Madrid, Alabama",104741,Stub
Alabama,East South Central,5074296.0,"Magnolia Springs, Alabama",4373372,Start
Alabama,East South Central,5074296.0,"Malvern, Alabama",104717,Stub
Alabama,East South Central,5074296.0,"Maplesville, Alabama",104559,Stub
Alabama,East South Central,5074296.0,"Margaret, Alabama",105127,Stub
Alabama,East South Central,5074296.0,"Marion, Alabama",105084,Stub
Alabama,East South Central,5074296.0,"Maytown, Alabama",104795,Start
Alabama,East South Central,5074296.0,"McIntosh, Alabama",105179,Start
Alabama,East South Central,5074296.0,"McKenzie, Alabama",101171,Stub
Alabama,East South Central,5074296.0,"McMullen, Alabama",105091,Stub
Alabama,East South Central,5074296.0,"Memphis, Alabama",105092,Stub
Alabama,East South Central,5074296.0,"Mentone, Alabama",104668,Stub
Alabama,East South Central,5074296.0,"Midfield, Alabama",104798,B
Alabama,East South Central,5074296.0,"Midland City, Alabama",104637,B
Alabama,East South Central,5074296.0,"Midway, Alabama",101166,Stub
Alabama,East South Central,5074296.0,"Millbrook, Alabama",106407,Stub
Alabama,East South Central,5074296.0,"Millport, Alabama",104824,Stub
Alabama,East South Central,5074296.0,"Millry, Alabama",105180,Stub
Alabama,East South Central,5074296.0,"Mobile, Alabama",20952,Start
Alabama,East South Central,5074296.0,"Montevallo, Alabama",105119,Start
Alabama,East South Central,5074296.0,"Montgomery, Alabama",57690,Stub
Alabama,East South Central,5074296.0,"Moody, Alabama",105128,Stub
Alabama,East South Central,5074296.0,"Mooresville, Alabama",104857,Stub
Alabama,East South Central,5074296.0,"Morris, Alabama",104800,Stub
Alabama,East South Central,5074296.0,"Mosses, Alabama",104865,Stub
Alabama,East South Central,5074296.0,"Moulton, Alabama",104841,Stub
Alabama,East South Central,5074296.0,"Moundville, Alabama",104728,Stub
Alabama,East South Central,5074296.0,"Mountain Brook, Alabama",104803,Stub
Alabama,East South Central,5074296.0,"Mulga, Alabama",104804,Stub
Alabama,East South Central,5074296.0,"Munford, Alabama",105147,Stub
Alabama,East South Central,5074296.0,"Muscle Shoals, Alabama",104587,Stub
Alabama,East South Central,5074296.0,"Myrtlewood, Alabama",104887,Start
Alabama,East South Central,5074296.0,"Napier Field, Alabama",104638,Start
Alabama,East South Central,5074296.0,"Natural Bridge, Alabama",105193,Stub
Alabama,East South Central,5074296.0,"Nauvoo, Alabama",105174,Start
Alabama,East South Central,5074296.0,"Nectar, Alabama",101159,Stub
Alabama,East South Central,5074296.0,"Needham, Alabama",104564,Stub
Alabama,East South Central,5074296.0,"New Brockton, Alabama",104583,Stub
Alabama,East South Central,5074296.0,"New Hope, Alabama",104875,Stub
Alabama,East South Central,5074296.0,"New Site, Alabama",105159,Stub
Alabama,East South Central,5074296.0,"Newbern, Alabama",104729,Start
Alabama,East South Central,5074296.0,"Newville, Alabama",104733,Stub
Alabama,East South Central,5074296.0,"North Courtland, Alabama",104842,Stub
Alabama,East South Central,5074296.0,"North Johns, Alabama",104805,Stub
Alabama,East South Central,5074296.0,"Northport, Alabama",105166,Start
Alabama,East South Central,5074296.0,"Notasulga, Alabama",104846,Start
Alabama,East South Central,5074296.0,"Oak Grove, Alabama",105148,Stub
Alabama,East South Central,5074296.0,"Oak Hill, Alabama",105183,Start
Alabama,East South Central,5074296.0,"Oakman, Alabama",105175,Stub
Alabama,East South Central,5074296.0,"Odenville, Alabama",105129,Stub
Alabama,East South Central,5074296.0,"Ohatchee, Alabama",103739,Stub
Alabama,East South Central,5074296.0,"Oneonta, Alabama",101160,Start
Alabama,East South Central,5074296.0,"Onycha, Alabama",104604,Stub
Alabama,East South Central,5074296.0,"Opelika, Alabama",104847,Start
Alabama,East South Central,5074296.0,"Opp, Alabama",104605,B
Alabama,East South Central,5074296.0,"Orange Beach, Alabama",99893,Stub
Alabama,East South Central,5074296.0,"Orrville, Alabama",104657,Stub
Alabama,East South Central,5074296.0,"Owens Cross Roads, Alabama",104878,B
Alabama,East South Central,5074296.0,"Oxford, Alabama",103740,Start
Alabama,East South Central,5074296.0,"Ozark, Alabama",104653,Stub
Alabama,East South Central,5074296.0,"Paint Rock, Alabama",104752,Start
Alabama,East South Central,5074296.0,"Parrish, Alabama",105176,Stub
Alabama,East South Central,5074296.0,"Pelham, Alabama",105121,B
Alabama,East South Central,5074296.0,"Pell City, Alabama",105130,Stub
Alabama,East South Central,5074296.0,"Pennington, Alabama",104565,Stub
Alabama,East South Central,5074296.0,"Perdido Beach, Alabama",22517014,B
Alabama,East South Central,5074296.0,"Petrey, Alabama",104614,Stub
Alabama,East South Central,5074296.0,"Phenix City, Alabama",104848,Start
Alabama,East South Central,5074296.0,"Phil Campbell, Alabama",104708,Stub
Alabama,East South Central,5074296.0,"Pickensville, Alabama",105093,Start
Alabama,East South Central,5074296.0,"Piedmont, Alabama",103741,Start
Alabama,East South Central,5074296.0,"Pike Road, Alabama",104928,B
Alabama,East South Central,5074296.0,"Pinckard, Alabama",104654,Stub
Alabama,East South Central,5074296.0,"Pine Apple, Alabama",105184,Start
Alabama,East South Central,5074296.0,"Pine Hill, Alabama",105186,Stub
Alabama,East South Central,5074296.0,"Pine Ridge, Alabama",104669,Stub
Alabama,East South Central,5074296.0,"Pinson, Alabama",104806,Stub
Alabama,East South Central,5074296.0,"Pisgah, Alabama",104753,Stub
Alabama,East South Central,5074296.0,"Pleasant Grove, Alabama",104807,Stub
Alabama,East South Central,5074296.0,"Pleasant Groves, Alabama",104754,Stub
Alabama,East South Central,5074296.0,"Pollard, Alabama",104686,Start
Alabama,East South Central,5074296.0,"Powell, Alabama",104670,Stub
Alabama,East South Central,5074296.0,"Prattville, Alabama",99885,Start
Alabama,East South Central,5074296.0,"Prichard, Alabama",104918,Stub
Alabama,East South Central,5074296.0,"Providence, Alabama",104888,Start
Alabama,East South Central,5074296.0,"Ragland, Alabama",105131,Stub
Alabama,East South Central,5074296.0,"Rainbow City, Alabama",104694,Start
Alabama,East South Central,5074296.0,"Rainsville, Alabama",104671,Start
Alabama,East South Central,5074296.0,"Ranburne, Alabama",104579,Stub
Alabama,East South Central,5074296.0,"Red Bay, Alabama",104709,Stub
Alabama,East South Central,5074296.0,"Red Level, Alabama",104606,Stub
Alabama,East South Central,5074296.0,"Reece City, Alabama",104695,Stub
Alabama,East South Central,5074296.0,"Reform, Alabama",105094,Start
Alabama,East South Central,5074296.0,"Rehobeth, Alabama",104742,Stub
Alabama,East South Central,5074296.0,"Repton, Alabama",104592,Stub
Alabama,East South Central,5074296.0,"Ridgeville, Alabama",104696,Start
Alabama,East South Central,5074296.0,"River Falls, Alabama",104607,Start
Alabama,East South Central,5074296.0,"Riverside, Alabama",105132,Stub
Alabama,East South Central,5074296.0,"Riverview, Alabama",104687,Start
Alabama,East South Central,5074296.0,"Roanoke, Alabama",105101,Stub
Alabama,East South Central,5074296.0,"Robertsdale, Alabama",99895,Start
Alabama,East South Central,5074296.0,"Rockford, Alabama",104594,Start
Alabama,East South Central,5074296.0,"Rogersville, Alabama",104833,Stub
Alabama,East South Central,5074296.0,"Rosa, Alabama",101161,B
Alabama,East South Central,5074296.0,"Russellville, Alabama",104710,Start
Alabama,East South Central,5074296.0,"Rutledge, Alabama",104616,Start
Alabama,East South Central,5074296.0,"St. Florian, Alabama",104719,Stub
Alabama,East South Central,5074296.0,"Samson, Alabama",104555,Start
Alabama,East South Central,5074296.0,"Sand Rock, Alabama",104608,Stub
Alabama,East South Central,5074296.0,"Sanford, Alabama",104919,Start
Alabama,East South Central,5074296.0,"Saraland, Alabama",104698,Start
Alabama,East South Central,5074296.0,"Sardis City, Alabama",104920,Start
Alabama,East South Central,5074296.0,"Satsuma, Alabama",104755,Stub
Alabama,East South Central,5074296.0,"Scottsboro, Alabama",104756,Stub
Alabama,East South Central,5074296.0,"Section, Alabama",100580,Stub
Alabama,East South Central,5074296.0,"Selma, Alabama",104588,Stub
Alabama,East South Central,5074296.0,"Sheffield, Alabama",104672,Stub
Alabama,East South Central,5074296.0,"Shiloh, DeKalb County, Alabama",104868,Stub
Alabama,East South Central,5074296.0,"Shorter, Alabama",104566,Stub
Alabama,East South Central,5074296.0,"Silas, Alabama",99896,Stub
Alabama,East South Central,5074296.0,"Silverhill, Alabama",105177,Start
Alabama,East South Central,5074296.0,"Sipsey, Alabama",104757,Start
Alabama,East South Central,5074296.0,"Skyline, Alabama",104720,Start
Alabama,East South Central,5074296.0,"Slocomb, Alabama",104849,Start
Alabama,East South Central,5074296.0,"Smiths Station, Alabama",101163,Stub
Alabama,East South Central,5074296.0,"Somerville, Alabama",104628,Stub
Alabama,East South Central,5074296.0,"South Vinemont, Alabama",103743,Start
Alabama,East South Central,5074296.0,"Southside, Alabama",99897,B
Alabama,East South Central,5074296.0,"Spanish Fort, Alabama",105133,Start
Alabama,East South Central,5074296.0,"Springville, Alabama",104835,Start
Alabama,East South Central,5074296.0,"Steele, Alabama",105134,Start
Alabama,East South Central,5074296.0,"Stevenson, Alabama",104759,Start
Alabama,East South Central,5074296.0,"Sulligent, Alabama",104826,Stub
Alabama,East South Central,5074296.0,"Sumiton, Alabama",104811,Stub
Alabama,East South Central,5074296.0,"Summerdale, Alabama",99898,Stub
Alabama,East South Central,5074296.0,"Susan Moore, Alabama",101164,Start
Alabama,East South Central,5074296.0,"Sweet Water, Alabama",104891,Stub
Alabama,East South Central,5074296.0,"Sylacauga, Alabama",105149,Stub
Alabama,East South Central,5074296.0,"Sylvan Springs, Alabama",104812,Stub
Alabama,East South Central,5074296.0,"Sylvania, Alabama",104673,Stub
Alabama,East South Central,5074296.0,"Talladega Springs, Alabama",105150,Stub
Alabama,East South Central,5074296.0,"Talladega, Alabama",105151,Stub
Alabama,East South Central,5074296.0,"Taylor, Alabama",104721,Stub
Alabama,East South Central,5074296.0,"Thomasville, Alabama",104573,Start
Alabama,East South Central,5074296.0,"Thorsby, Alabama",104560,Stub
Alabama,East South Central,5074296.0,"Town Creek, Alabama",104843,Stub
Alabama,East South Central,5074296.0,"Toxey, Alabama",104567,Stub
Alabama,East South Central,5074296.0,"Trafford, Alabama",104815,Stub
Alabama,East South Central,5074296.0,"Triana, Alabama",104881,Start
Alabama,East South Central,5074296.0,"Trinity, Alabama",105083,Stub
Alabama,East South Central,5074296.0,"Troy, Alabama",105100,Start
Alabama,East South Central,5074296.0,"Trussville, Alabama",104816,Start
Alabama,East South Central,5074296.0,"Tuscaloosa, Alabama",105167,Start
Alabama,East South Central,5074296.0,"Tuscumbia, Alabama",104589,Stub
Alabama,East South Central,5074296.0,"Tuskegee, Alabama",104869,Stub
