revision_id,page_title,state,article_quality,url
121841,"Maple Lake, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Maple_Lake,_Minnesota"
121628,"Aitkin, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Aitkin,_Minnesota"
120036,"Sandstone, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Sandstone,_Minnesota"
124476,"Howard Lake, Minnesota",Minnesota,B,"https://en.wikipedia.org/wiki/Howard_Lake,_Minnesota"
150681,"Rice, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Rice,_Minnesota"
120631,"Waverly, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Waverly,_Minnesota"
121996,"Clearwater, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Clearwater,_Minnesota"
122174,"Nisswa, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Nisswa,_Minnesota"
119999,"Cologne, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Cologne,_Minnesota"
120776,"Tracy, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Tracy,_Minnesota"
120999,"Eyota, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Eyota,_Minnesota"
121893,"Ortonville, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Ortonville,_Minnesota"
121710,"Springfield, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Springfield,_Minnesota"
121805,"Hoyt Lakes, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Hoyt_Lakes,_Minnesota"
121711,"Coleraine, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Coleraine,_Minnesota"
150602,"Slayton, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Slayton,_Minnesota"
122177,"Blooming Prairie, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Blooming_Prairie,_Minnesota"
119700,"Hinckley, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Hinckley,_Minnesota"
120314,"Lester Prairie, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Lester_Prairie,_Minnesota"
120789,"Kenyon, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Kenyon,_Minnesota"
120508,"Rushford, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Rushford,_Minnesota"
121565,"Silver Bay, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Silver_Bay,_Minnesota"
121040,"Warroad, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Warroad,_Minnesota"
121362,"Oronoco, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Oronoco,_Minnesota"
121747,"Braham, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Braham,_Minnesota"
119809,"Rock Creek, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Rock_Creek,_Minnesota"
119928,"Osakis, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Osakis,_Minnesota"
121277,"Waterville, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Waterville,_Minnesota"
121755,"Dundas, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Dundas,_Minnesota"
120090,"Ada, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Ada,_Minnesota"
120381,"Lakefield, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Lakefield,_Minnesota"
122051,"Stacy, Minnesota",Minnesota,B,"https://en.wikipedia.org/wiki/Stacy,_Minnesota"
120767,"Canby, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Canby,_Minnesota"
122128,"Lakeland, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Lakeland,_Minnesota"
120204,"Mapleton, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Mapleton,_Minnesota"
120517,"Maple Plain, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Maple_Plain,_Minnesota"
120208,"Gilbert, Minnesota",Minnesota,B,"https://en.wikipedia.org/wiki/Gilbert,_Minnesota"
119548,"Avon, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Avon,_Minnesota"
119828,"Aurora, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Aurora,_Minnesota"
121048,"Spring Park, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Spring_Park,_Minnesota"
150577,"Tonka Bay, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Tonka_Bay,_Minnesota"
150603,"Warren, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Warren,_Minnesota"
121840,"Richmond, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Richmond,_Minnesota"
121296,"Madison, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Madison,_Minnesota"
120034,"Dassel, Minnesota",Minnesota,B,"https://en.wikipedia.org/wiki/Dassel,_Minnesota"
120534,"Pierz, Minnesota",Minnesota,B,"https://en.wikipedia.org/wiki/Pierz,_Minnesota"
120940,"Dawson, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Dawson,_Minnesota"
124475,"Starbuck, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Starbuck,_Minnesota"
124414,"Wheaton, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Wheaton,_Minnesota"
119734,"Fosston, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Fosston,_Minnesota"
121446,"Winnebago, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Winnebago,_Minnesota"
120224,"Babbitt, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Babbitt,_Minnesota"
120716,"Appleton, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Appleton,_Minnesota"
121637,"Clara City, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Clara_City,_Minnesota"
120578,"Hayfield, Minnesota",Minnesota,B,"https://en.wikipedia.org/wiki/Hayfield,_Minnesota"
121973,"Minneota, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Minneota,_Minnesota"
120000,"Grand Marais, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Grand_Marais,_Minnesota"
120963,"Medford, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Medford,_Minnesota"
120417,"Fulda, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Fulda,_Minnesota"
119779,"Glyndon, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Glyndon,_Minnesota"
124584,"Menahga, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Menahga,_Minnesota"
120604,"Red Lake Falls, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Red_Lake_Falls,_Minnesota"
122042,"Winthrop, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Winthrop,_Minnesota"
119657,"Preston, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Preston,_Minnesota"
150636,"Frazee, Minnesota",Minnesota,B,"https://en.wikipedia.org/wiki/Frazee,_Minnesota"
121314,"Bagley, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Bagley,_Minnesota"
136022,"New York Mills, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/New_York_Mills,_Minnesota"
121976,"Elbow Lake, Grant County, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Elbow_Lake,_Grant_County,_Minnesota"
121538,"New London, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/New_London,_Minnesota"
119391,"Madison Lake, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Madison_Lake,_Minnesota"
120927,"Royalton, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Royalton,_Minnesota"
119752,"Renville, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Renville,_Minnesota"
120086,"Edgerton, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Edgerton,_Minnesota"
120890,"Goodhue, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Goodhue,_Minnesota"
120018,"Spring Grove, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Spring_Grove,_Minnesota"
119725,"Fairfax, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Fairfax,_Minnesota"
121542,"Mahnomen, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Mahnomen,_Minnesota"
120237,"New Richland, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/New_Richland,_Minnesota"
119665,"Adrian, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Adrian,_Minnesota"
122050,"Shafer, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Shafer,_Minnesota"
119546,"Dellwood, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Dellwood,_Minnesota"
120645,"Elgin, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Elgin,_Minnesota"
124455,"Cottonwood, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Cottonwood,_Minnesota"
121864,"Nicollet, Minnesota",Minnesota,B,"https://en.wikipedia.org/wiki/Nicollet,_Minnesota"
122009,"Grand Meadow, Minnesota",Minnesota,B,"https://en.wikipedia.org/wiki/Grand_Meadow,_Minnesota"
120438,"Tyler, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Tyler,_Minnesota"
122028,"Mantorville, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Mantorville,_Minnesota"
121158,"Wanamingo, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Wanamingo,_Minnesota"
120955,"Lake Shore, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Lake_Shore,_Minnesota"
121191,"Atwater, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Atwater,_Minnesota"
120032,"Spicer, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Spicer,_Minnesota"
121478,"East Gull Lake, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/East_Gull_Lake,_Minnesota"
150574,"Eden Valley, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Eden_Valley,_Minnesota"
119606,"Taylors Falls, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Taylors_Falls,_Minnesota"
119732,"Sherburn, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Sherburn,_Minnesota"
120744,"Harmony, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Harmony,_Minnesota"
120448,"Watkins, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Watkins,_Minnesota"
120245,"Lake St. Croix Beach, Minnesota",Minnesota,B,"https://en.wikipedia.org/wiki/Lake_St._Croix_Beach,_Minnesota"
119736,"Parkers Prairie, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Parkers_Prairie,_Minnesota"
120749,"Morristown, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Morristown,_Minnesota"
120596,"Hector, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Hector,_Minnesota"
124432,"Scanlon, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Scanlon,_Minnesota"
120805,"Bird Island, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Bird_Island,_Minnesota"
121702,"Walker, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Walker,_Minnesota"
124553,"Keewatin, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Keewatin,_Minnesota"
121807,"Carlton, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Carlton,_Minnesota"
122040,"Biwabik, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Biwabik,_Minnesota"
121715,"Le Roy, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Le_Roy,_Minnesota"
119432,"Nashwauk, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Nashwauk,_Minnesota"
120309,"Baudette, Minnesota",Minnesota,B,"https://en.wikipedia.org/wiki/Baudette,_Minnesota"
121923,"Hilltop, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Hilltop,_Minnesota"
121720,"Buhl, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Buhl,_Minnesota"
119591,"Pine River, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Pine_River,_Minnesota"
122178,"Deer River, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Deer_River,_Minnesota"
120556,"Mazeppa, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Mazeppa,_Minnesota"
120947,"Morgan, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Morgan,_Minnesota"
120315,"Hallock, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Hallock,_Minnesota"
121036,"Battle Lake, Minnesota",Minnesota,B,"https://en.wikipedia.org/wiki/Battle_Lake,_Minnesota"
150631,"Silver Lake, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Silver_Lake,_Minnesota"
119852,"Emily, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Emily,_Minnesota"
121358,"Henning, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Henning,_Minnesota"
121687,"Hancock, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Hancock,_Minnesota"
120463,"West Concord, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/West_Concord,_Minnesota"
121881,"Birchwood Village, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Birchwood_Village,_Minnesota"
121691,"Landfall, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Landfall,_Minnesota"
121127,"Clarkfield, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Clarkfield,_Minnesota"
124612,"Kimball, Minnesota",Minnesota,B,"https://en.wikipedia.org/wiki/Kimball,_Minnesota"
120816,"Blackduck, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Blackduck,_Minnesota"
120327,"Isle, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Isle,_Minnesota"
121909,"Stockton, Minnesota",Minnesota,B,"https://en.wikipedia.org/wiki/Stockton,_Minnesota"
121821,"Bovey, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Bovey,_Minnesota"
119398,"St. Stephen, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/St._Stephen,_Minnesota"
121493,"Rushford Village, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Rushford_Village,_Minnesota"
122053,"Kerkhoven, Minnesota",Minnesota,B,"https://en.wikipedia.org/wiki/Kerkhoven,_Minnesota"
120893,"Fertile, Minnesota",Minnesota,B,"https://en.wikipedia.org/wiki/Fertile,_Minnesota"
119901,"Raymond, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Raymond,_Minnesota"
121986,"Lamberton, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Lamberton,_Minnesota"
121497,"Dover, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Dover,_Minnesota"
120340,"Gibbon, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Gibbon,_Minnesota"
120824,"Lilydale, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Lilydale,_Minnesota"
119679,"Onamia, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Onamia,_Minnesota"
120443,"Cleveland, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Cleveland,_Minnesota"
120035,"Sebeka, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Sebeka,_Minnesota"
122015,"Westbrook, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Westbrook,_Minnesota"
124525,"Elysian, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Elysian,_Minnesota"
119560,"St. Clair, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/St._Clair,_Minnesota"
124620,"Walnut Grove, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Walnut_Grove,_Minnesota"
122139,"Holdingford, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Holdingford,_Minnesota"
121518,"Belgrade, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Belgrade,_Minnesota"
121519,"Courtland, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Courtland,_Minnesota"
119936,"Wabasso, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Wabasso,_Minnesota"
119837,"Lake Park, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Lake_Park,_Minnesota"
120880,"Hampton, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Hampton,_Minnesota"
120044,"Brownton, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Brownton,_Minnesota"
120601,"Lanesboro, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Lanesboro,_Minnesota"
119587,"Kasota, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Kasota,_Minnesota"
150642,"Greenwood, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Greenwood,_Minnesota"
120886,"Mabel, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Mabel,_Minnesota"
120757,"Hoffman, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Hoffman,_Minnesota"
121531,"Twin Valley, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Twin_Valley,_Minnesota"
124641,"Welcome, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Welcome,_Minnesota"
119652,"Trimont, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Trimont,_Minnesota"
124435,"Clarks Grove, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Clarks_Grove,_Minnesota"
121927,"Ottertail, Minnesota",Minnesota,B,"https://en.wikipedia.org/wiki/Ottertail,_Minnesota"
120049,"Greenbush, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Greenbush,_Minnesota"
121665,"Cass Lake, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Cass_Lake,_Minnesota"
119850,"Motley, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Motley,_Minnesota"
121861,"Adams, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Adams,_Minnesota"
119946,"Karlstad, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Karlstad,_Minnesota"
121816,"Freeport, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Freeport,_Minnesota"
121689,"Lake Benton, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Lake_Benton,_Minnesota"
121609,"Hills, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Hills,_Minnesota"
120192,"Rollingstone, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Rollingstone,_Minnesota"
120795,"Ellendale, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Ellendale,_Minnesota"
120374,"Minnesota Lake, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Minnesota_Lake,_Minnesota"
119322,"Green Isle, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Green_Isle,_Minnesota"
121586,"Clarissa, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Clarissa,_Minnesota"
120121,"Marine on St. Croix, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Marine_on_St._Croix,_Minnesota"
150640,"Buffalo Lake, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Buffalo_Lake,_Minnesota"
120472,"Taconite, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Taconite,_Minnesota"
120564,"Brooten, Minnesota",Minnesota,B,"https://en.wikipedia.org/wiki/Brooten,_Minnesota"
120329,"Brownsdale, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Brownsdale,_Minnesota"
124510,"Center City, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Center_City,_Minnesota"
120023,"Grove City, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Grove_City,_Minnesota"
120207,"Loretto, Minnesota",Minnesota,B,"https://en.wikipedia.org/wiki/Loretto,_Minnesota"
120024,"Hill City, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Hill_City,_Minnesota"
120335,"Barnum, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Barnum,_Minnesota"
122055,"Marble, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Marble,_Minnesota"
121390,"Randall, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Randall,_Minnesota"
150579,"Sabin, Minnesota",Minnesota,B,"https://en.wikipedia.org/wiki/Sabin,_Minnesota"
150588,"Jasper, Minnesota",Minnesota,B,"https://en.wikipedia.org/wiki/Jasper,_Minnesota"
121183,"Hendricks, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Hendricks,_Minnesota"
120869,"Heron Lake, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Heron_Lake,_Minnesota"
122135,"Butterfield, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Butterfield,_Minnesota"
119772,"Evansville, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Evansville,_Minnesota"
120705,"McIntosh, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/McIntosh,_Minnesota"
120354,"Balaton, Minnesota",Minnesota,B,"https://en.wikipedia.org/wiki/Balaton,_Minnesota"
120748,"Deerwood, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Deerwood,_Minnesota"
124550,"Stephen, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Stephen,_Minnesota"
120751,"Alden, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Alden,_Minnesota"
119527,"Ironton, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Ironton,_Minnesota"
120657,"Foreston, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Foreston,_Minnesota"
120107,"Glenville, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Glenville,_Minnesota"
119376,"Kandiyohi, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Kandiyohi,_Minnesota"
121921,"Halstad, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Halstad,_Minnesota"
119360,"Brownsville, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Brownsville,_Minnesota"
119942,"Hamburg, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Hamburg,_Minnesota"
120969,"Audubon, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Audubon,_Minnesota"
121956,"Hokah, Minnesota",Minnesota,Start,"https://en.wikipedia.org/wiki/Hokah,_Minnesota"
124478,"Bertha, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Bertha,_Minnesota"
119944,"Good Thunder, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Good_Thunder,_Minnesota"
119923,"Ranier, Minnesota",Minnesota,Stub,"https://en.wikipedia.org/wiki/Ranier,_Minnesota"
