Article_ID,Error
121556,"The MW API does not have any info related to the rev-id provided as input (121556), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
119711,"The MW API does not have any info related to the rev-id provided as input (119711), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
121272,"The MW API does not have any info related to the rev-id provided as input (121272), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
121437,"The MW API does not have any info related to the rev-id provided as input (121437), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
119594,"The MW API does not have any info related to the rev-id provided as input (119594), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
122185,"The MW API does not have any info related to the rev-id provided as input (122185), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
119447,"The MW API does not have any info related to the rev-id provided as input (119447), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
121496,"The MW API does not have any info related to the rev-id provided as input (121496), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
121326,"The MW API does not have any info related to the rev-id provided as input (121326), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
120502,"The MW API does not have any info related to the rev-id provided as input (120502), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
121093,"The MW API does not have any info related to the rev-id provided as input (121093), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
121321,"The MW API does not have any info related to the rev-id provided as input (121321), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
120899,"The MW API does not have any info related to the rev-id provided as input (120899), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
120499,"The MW API does not have any info related to the rev-id provided as input (120499), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
120554,"The MW API does not have any info related to the rev-id provided as input (120554), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
120530,"The MW API does not have any info related to the rev-id provided as input (120530), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
124534,"The MW API does not have any info related to the rev-id provided as input (124534), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
124457,"The MW API does not have any info related to the rev-id provided as input (124457), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
120971,"The MW API does not have any info related to the rev-id provided as input (120971), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
120712,"The MW API does not have any info related to the rev-id provided as input (120712), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
120363,"The MW API does not have any info related to the rev-id provided as input (120363), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
120608,"The MW API does not have any info related to the rev-id provided as input (120608), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
121276,"The MW API does not have any info related to the rev-id provided as input (121276), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
120498,"The MW API does not have any info related to the rev-id provided as input (120498), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
120070,"The MW API does not have any info related to the rev-id provided as input (120070), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
124701,"The MW API does not have any info related to the rev-id provided as input (124701), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
122291,"The MW API does not have any info related to the rev-id provided as input (122291), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
122247,"The MW API does not have any info related to the rev-id provided as input (122247), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
122369,"The MW API does not have any info related to the rev-id provided as input (122369), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
124669,"The MW API does not have any info related to the rev-id provided as input (124669), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
122385,"The MW API does not have any info related to the rev-id provided as input (122385), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
124673,"The MW API does not have any info related to the rev-id provided as input (124673), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
150692,"The MW API does not have any info related to the rev-id provided as input (150692), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
124678,"The MW API does not have any info related to the rev-id provided as input (124678), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
124663,"The MW API does not have any info related to the rev-id provided as input (124663), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
124696,"The MW API does not have any info related to the rev-id provided as input (124696), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
122249,"The MW API does not have any info related to the rev-id provided as input (122249), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
122210,"The MW API does not have any info related to the rev-id provided as input (122210), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
122228,"The MW API does not have any info related to the rev-id provided as input (122228), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
124712,"The MW API does not have any info related to the rev-id provided as input (124712), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
122474,"The MW API does not have any info related to the rev-id provided as input (122474), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
122410,Missing resource for rev-id 122410: TextDeleted: Text deleted (datasource.revision.text)
122296,"The MW API does not have any info related to the rev-id provided as input (122296), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
124721,"The MW API does not have any info related to the rev-id provided as input (124721), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
122230,"The MW API does not have any info related to the rev-id provided as input (122230), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
123094,"The MW API does not have any info related to the rev-id provided as input (123094), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
150750,"The MW API does not have any info related to the rev-id provided as input (150750), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
122648,"The MW API does not have any info related to the rev-id provided as input (122648), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
150746,"The MW API does not have any info related to the rev-id provided as input (150746), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
124730,"The MW API does not have any info related to the rev-id provided as input (124730), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
122548,"The MW API does not have any info related to the rev-id provided as input (122548), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
150752,"The MW API does not have any info related to the rev-id provided as input (150752), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
122853,"The MW API does not have any info related to the rev-id provided as input (122853), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
123123,"The MW API does not have any info related to the rev-id provided as input (123123), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
124839,"The MW API does not have any info related to the rev-id provided as input (124839), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
124724,"The MW API does not have any info related to the rev-id provided as input (124724), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
124772,"The MW API does not have any info related to the rev-id provided as input (124772), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
122541,"The MW API does not have any info related to the rev-id provided as input (122541), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
123180,"The MW API does not have any info related to the rev-id provided as input (123180), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
122585,"The MW API does not have any info related to the rev-id provided as input (122585), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
122504,"The MW API does not have any info related to the rev-id provided as input (122504), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
122487,"The MW API does not have any info related to the rev-id provided as input (122487), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
123082,"The MW API does not have any info related to the rev-id provided as input (123082), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
122610,"The MW API does not have any info related to the rev-id provided as input (122610), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
150726,"The MW API does not have any info related to the rev-id provided as input (150726), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
123191,"The MW API does not have any info related to the rev-id provided as input (123191), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
123193,"The MW API does not have any info related to the rev-id provided as input (123193), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
150703,"The MW API does not have any info related to the rev-id provided as input (150703), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
122588,"The MW API does not have any info related to the rev-id provided as input (122588), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
123083,"The MW API does not have any info related to the rev-id provided as input (123083), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
150733,"The MW API does not have any info related to the rev-id provided as input (150733), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
150735,"The MW API does not have any info related to the rev-id provided as input (150735), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
124756,"The MW API does not have any info related to the rev-id provided as input (124756), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
123106,"The MW API does not have any info related to the rev-id provided as input (123106), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
150736,"The MW API does not have any info related to the rev-id provided as input (150736), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
122874,"The MW API does not have any info related to the rev-id provided as input (122874), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
122928,"The MW API does not have any info related to the rev-id provided as input (122928), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
122530,"The MW API does not have any info related to the rev-id provided as input (122530), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
122537,"The MW API does not have any info related to the rev-id provided as input (122537), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
122496,"The MW API does not have any info related to the rev-id provided as input (122496), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
122556,"The MW API does not have any info related to the rev-id provided as input (122556), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
122881,"The MW API does not have any info related to the rev-id provided as input (122881), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
123116,"The MW API does not have any info related to the rev-id provided as input (123116), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
123321,"The MW API does not have any info related to the rev-id provided as input (123321), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
122828,"The MW API does not have any info related to the rev-id provided as input (122828), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
122632,"The MW API does not have any info related to the rev-id provided as input (122632), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
150740,"The MW API does not have any info related to the rev-id provided as input (150740), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
123148,"The MW API does not have any info related to the rev-id provided as input (123148), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
122651,"The MW API does not have any info related to the rev-id provided as input (122651), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
150745,"The MW API does not have any info related to the rev-id provided as input (150745), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
31044727,"The MW API does not have any info related to the rev-id provided as input (31044727), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
123073,"The MW API does not have any info related to the rev-id provided as input (123073), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
123074,"The MW API does not have any info related to the rev-id provided as input (123074), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
17126574,"The MW API does not have any info related to the rev-id provided as input (17126574), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
44056739,"The MW API does not have any info related to the rev-id provided as input (44056739), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
122488,"The MW API does not have any info related to the rev-id provided as input (122488), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
150747,"The MW API does not have any info related to the rev-id provided as input (150747), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
123024,"The MW API does not have any info related to the rev-id provided as input (123024), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
122967,"The MW API does not have any info related to the rev-id provided as input (122967), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
123025,"The MW API does not have any info related to the rev-id provided as input (123025), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
123030,"The MW API does not have any info related to the rev-id provided as input (123030), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
123247,"The MW API does not have any info related to the rev-id provided as input (123247), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
155216,"The MW API does not have any info related to the rev-id provided as input (155216), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
150737,"The MW API does not have any info related to the rev-id provided as input (150737), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
150748,"The MW API does not have any info related to the rev-id provided as input (150748), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
122672,"The MW API does not have any info related to the rev-id provided as input (122672), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
123089,"The MW API does not have any info related to the rev-id provided as input (123089), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
124867,"The MW API does not have any info related to the rev-id provided as input (124867), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
123632,"The MW API does not have any info related to the rev-id provided as input (123632), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
124876,"The MW API does not have any info related to the rev-id provided as input (124876), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
123643,"The MW API does not have any info related to the rev-id provided as input (123643), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
123600,"The MW API does not have any info related to the rev-id provided as input (123600), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
123611,"The MW API does not have any info related to the rev-id provided as input (123611), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
123642,"The MW API does not have any info related to the rev-id provided as input (123642), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
123384,"The MW API does not have any info related to the rev-id provided as input (123384), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
25609838,"The MW API does not have any info related to the rev-id provided as input (25609838), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
123407,"The MW API does not have any info related to the rev-id provided as input (123407), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
124885,"The MW API does not have any info related to the rev-id provided as input (124885), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
124879,"The MW API does not have any info related to the rev-id provided as input (124879), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
124645,"The MW API does not have any info related to the rev-id provided as input (124645), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
124888,"The MW API does not have any info related to the rev-id provided as input (124888), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
124536,"The MW API does not have any info related to the rev-id provided as input (124536), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
291098,"The MW API does not have any info related to the rev-id provided as input (291098), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
124597,"The MW API does not have any info related to the rev-id provided as input (124597), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
124514,"The MW API does not have any info related to the rev-id provided as input (124514), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
124548,"The MW API does not have any info related to the rev-id provided as input (124548), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
124779,"The MW API does not have any info related to the rev-id provided as input (124779), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
124908,"The MW API does not have any info related to the rev-id provided as input (124908), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
124710,"The MW API does not have any info related to the rev-id provided as input (124710), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
124554,"The MW API does not have any info related to the rev-id provided as input (124554), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
124715,"The MW API does not have any info related to the rev-id provided as input (124715), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
124633,"The MW API does not have any info related to the rev-id provided as input (124633), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
102775,"The MW API does not have any info related to the rev-id provided as input (102775), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
106211,"The MW API does not have any info related to the rev-id provided as input (106211), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
124981,"The MW API does not have any info related to the rev-id provided as input (124981), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
125474,"The MW API does not have any info related to the rev-id provided as input (125474), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
125613,"The MW API does not have any info related to the rev-id provided as input (125613), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
125448,"The MW API does not have any info related to the rev-id provided as input (125448), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
21229975,"The MW API does not have any info related to the rev-id provided as input (21229975), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
125363,"The MW API does not have any info related to the rev-id provided as input (125363), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
125449,"The MW API does not have any info related to the rev-id provided as input (125449), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
136985,"The MW API does not have any info related to the rev-id provided as input (136985), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
125115,"The MW API does not have any info related to the rev-id provided as input (125115), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
136890,"The MW API does not have any info related to the rev-id provided as input (136890), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
136898,"The MW API does not have any info related to the rev-id provided as input (136898), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
125064,"The MW API does not have any info related to the rev-id provided as input (125064), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
125542,"The MW API does not have any info related to the rev-id provided as input (125542), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
